SUBJECT,Subject,LOCATION,Country,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1981-Q1,Q1-1981,CAD,Canadian Dollar,6,Millions,,,-3685,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1981-Q2,Q2-1981,CAD,Canadian Dollar,6,Millions,,,-4256,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1981-Q3,Q3-1981,CAD,Canadian Dollar,6,Millions,,,-4353,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1981-Q4,Q4-1981,CAD,Canadian Dollar,6,Millions,,,-3104,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1982-Q1,Q1-1982,CAD,Canadian Dollar,6,Millions,,,-427,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1982-Q2,Q2-1982,CAD,Canadian Dollar,6,Millions,,,376,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1982-Q3,Q3-1982,CAD,Canadian Dollar,6,Millions,,,1598,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1982-Q4,Q4-1982,CAD,Canadian Dollar,6,Millions,,,337,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1983-Q1,Q1-1983,CAD,Canadian Dollar,6,Millions,,,-468,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1983-Q2,Q2-1983,CAD,Canadian Dollar,6,Millions,,,92,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1983-Q3,Q3-1983,CAD,Canadian Dollar,6,Millions,,,-1301,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1983-Q4,Q4-1983,CAD,Canadian Dollar,6,Millions,,,-1854,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1984-Q1,Q1-1984,CAD,Canadian Dollar,6,Millions,,,-1410,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1984-Q2,Q2-1984,CAD,Canadian Dollar,6,Millions,,,-804,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1984-Q3,Q3-1984,CAD,Canadian Dollar,6,Millions,,,-400,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1984-Q4,Q4-1984,CAD,Canadian Dollar,6,Millions,,,503,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1985-Q1,Q1-1985,CAD,Canadian Dollar,6,Millions,,,-488,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1985-Q2,Q2-1985,CAD,Canadian Dollar,6,Millions,,,-1981,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1985-Q3,Q3-1985,CAD,Canadian Dollar,6,Millions,,,-3007,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1985-Q4,Q4-1985,CAD,Canadian Dollar,6,Millions,,,-2819,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1986-Q1,Q1-1986,CAD,Canadian Dollar,6,Millions,,,-4137,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1986-Q2,Q2-1986,CAD,Canadian Dollar,6,Millions,,,-3844,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1986-Q3,Q3-1986,CAD,Canadian Dollar,6,Millions,,,-4301,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1986-Q4,Q4-1986,CAD,Canadian Dollar,6,Millions,,,-3833,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1987-Q1,Q1-1987,CAD,Canadian Dollar,6,Millions,,,-3511,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1987-Q2,Q2-1987,CAD,Canadian Dollar,6,Millions,,,-4025,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1987-Q3,Q3-1987,CAD,Canadian Dollar,6,Millions,,,-4602,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1987-Q4,Q4-1987,CAD,Canadian Dollar,6,Millions,,,-6370,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1988-Q1,Q1-1988,CAD,Canadian Dollar,6,Millions,,,-4804,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1988-Q2,Q2-1988,CAD,Canadian Dollar,6,Millions,,,-4145,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1988-Q3,Q3-1988,CAD,Canadian Dollar,6,Millions,,,-5768,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1988-Q4,Q4-1988,CAD,Canadian Dollar,6,Millions,,,-4469,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1989-Q1,Q1-1989,CAD,Canadian Dollar,6,Millions,,,-5214,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1989-Q2,Q2-1989,CAD,Canadian Dollar,6,Millions,,,-7351,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1989-Q3,Q3-1989,CAD,Canadian Dollar,6,Millions,,,-6724,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1989-Q4,Q4-1989,CAD,Canadian Dollar,6,Millions,,,-7278,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1990-Q1,Q1-1990,CAD,Canadian Dollar,6,Millions,,,-7402,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1990-Q2,Q2-1990,CAD,Canadian Dollar,6,Millions,,,-5404,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1990-Q3,Q3-1990,CAD,Canadian Dollar,6,Millions,,,-5093,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1990-Q4,Q4-1990,CAD,Canadian Dollar,6,Millions,,,-5972,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1991-Q1,Q1-1991,CAD,Canadian Dollar,6,Millions,,,-6444,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1991-Q2,Q2-1991,CAD,Canadian Dollar,6,Millions,,,-6067,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1991-Q3,Q3-1991,CAD,Canadian Dollar,6,Millions,,,-7136,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1991-Q4,Q4-1991,CAD,Canadian Dollar,6,Millions,,,-6525,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1992-Q1,Q1-1992,CAD,Canadian Dollar,6,Millions,,,-7265,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1992-Q2,Q2-1992,CAD,Canadian Dollar,6,Millions,,,-6608,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1992-Q3,Q3-1992,CAD,Canadian Dollar,6,Millions,,,-6901,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1992-Q4,Q4-1992,CAD,Canadian Dollar,6,Millions,,,-5142,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1993-Q1,Q1-1993,CAD,Canadian Dollar,6,Millions,,,-6062,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1993-Q2,Q2-1993,CAD,Canadian Dollar,6,Millions,,,-6832,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1993-Q3,Q3-1993,CAD,Canadian Dollar,6,Millions,,,-7758,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1993-Q4,Q4-1993,CAD,Canadian Dollar,6,Millions,,,-8012,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1994-Q1,Q1-1994,CAD,Canadian Dollar,6,Millions,,,-5351,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1994-Q2,Q2-1994,CAD,Canadian Dollar,6,Millions,,,-6395,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1994-Q3,Q3-1994,CAD,Canadian Dollar,6,Millions,,,-3571,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1994-Q4,Q4-1994,CAD,Canadian Dollar,6,Millions,,,-3499,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1995-Q1,Q1-1995,CAD,Canadian Dollar,6,Millions,,,-1706,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1995-Q2,Q2-1995,CAD,Canadian Dollar,6,Millions,,,-4350,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1995-Q3,Q3-1995,CAD,Canadian Dollar,6,Millions,,,-1834,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1995-Q4,Q4-1995,CAD,Canadian Dollar,6,Millions,,,1046,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1996-Q1,Q1-1996,CAD,Canadian Dollar,6,Millions,,,22,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1996-Q2,Q2-1996,CAD,Canadian Dollar,6,Millions,,,2565,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1996-Q3,Q3-1996,CAD,Canadian Dollar,6,Millions,,,1012,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1996-Q4,Q4-1996,CAD,Canadian Dollar,6,Millions,,,-28,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1997-Q1,Q1-1997,CAD,Canadian Dollar,6,Millions,,,-727,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1997-Q2,Q2-1997,CAD,Canadian Dollar,6,Millions,,,-2314,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1997-Q3,Q3-1997,CAD,Canadian Dollar,6,Millions,,,-5584,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1997-Q4,Q4-1997,CAD,Canadian Dollar,6,Millions,,,-3504,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1998-Q1,Q1-1998,CAD,Canadian Dollar,6,Millions,,,-3901,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1998-Q2,Q2-1998,CAD,Canadian Dollar,6,Millions,,,-3743,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1998-Q3,Q3-1998,CAD,Canadian Dollar,6,Millions,,,-2699,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1998-Q4,Q4-1998,CAD,Canadian Dollar,6,Millions,,,-2245,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1999-Q1,Q1-1999,CAD,Canadian Dollar,6,Millions,,,-358,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1999-Q2,Q2-1999,CAD,Canadian Dollar,6,Millions,,,-627,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1999-Q3,Q3-1999,CAD,Canadian Dollar,6,Millions,,,1849,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,1999-Q4,Q4-1999,CAD,Canadian Dollar,6,Millions,,,937,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2000-Q1,Q1-2000,CAD,Canadian Dollar,6,Millions,,,5582,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2000-Q2,Q2-2000,CAD,Canadian Dollar,6,Millions,,,6171,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2000-Q3,Q3-2000,CAD,Canadian Dollar,6,Millions,,,7720,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2000-Q4,Q4-2000,CAD,Canadian Dollar,6,Millions,,,8735,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2001-Q1,Q1-2001,CAD,Canadian Dollar,6,Millions,,,10680,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2001-Q2,Q2-2001,CAD,Canadian Dollar,6,Millions,,,7332,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2001-Q3,Q3-2001,CAD,Canadian Dollar,6,Millions,,,4100,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2001-Q4,Q4-2001,CAD,Canadian Dollar,6,Millions,,,3213,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2002-Q1,Q1-2002,CAD,Canadian Dollar,6,Millions,,,7087,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2002-Q2,Q2-2002,CAD,Canadian Dollar,6,Millions,,,5525,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2002-Q3,Q3-2002,CAD,Canadian Dollar,6,Millions,,,4226,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2002-Q4,Q4-2002,CAD,Canadian Dollar,6,Millions,,,3876,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2003-Q1,Q1-2003,CAD,Canadian Dollar,6,Millions,,,3645,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2003-Q2,Q2-2003,CAD,Canadian Dollar,6,Millions,,,947,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2003-Q3,Q3-2003,CAD,Canadian Dollar,6,Millions,,,5219,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2003-Q4,Q4-2003,CAD,Canadian Dollar,6,Millions,,,5636,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2004-Q1,Q1-2004,CAD,Canadian Dollar,6,Millions,,,6825,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2004-Q2,Q2-2004,CAD,Canadian Dollar,6,Millions,,,9024,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2004-Q3,Q3-2004,CAD,Canadian Dollar,6,Millions,,,7909,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2004-Q4,Q4-2004,CAD,Canadian Dollar,6,Millions,,,7566,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2005-Q1,Q1-2005,CAD,Canadian Dollar,6,Millions,,,3116,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2005-Q2,Q2-2005,CAD,Canadian Dollar,6,Millions,,,3880,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2005-Q3,Q3-2005,CAD,Canadian Dollar,6,Millions,,,7913,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2005-Q4,Q4-2005,CAD,Canadian Dollar,6,Millions,,,12492,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2006-Q1,Q1-2006,CAD,Canadian Dollar,6,Millions,,,6827,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2006-Q2,Q2-2006,CAD,Canadian Dollar,6,Millions,,,4529,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2006-Q3,Q3-2006,CAD,Canadian Dollar,6,Millions,,,4934,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2006-Q4,Q4-2006,CAD,Canadian Dollar,6,Millions,,,5335,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2007-Q1,Q1-2007,CAD,Canadian Dollar,6,Millions,,,3970,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2007-Q2,Q2-2007,CAD,Canadian Dollar,6,Millions,,,5906,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2007-Q3,Q3-2007,CAD,Canadian Dollar,6,Millions,,,1222,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2007-Q4,Q4-2007,CAD,Canadian Dollar,6,Millions,,,1891,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2008-Q1,Q1-2008,CAD,Canadian Dollar,6,Millions,,,3691,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2008-Q2,Q2-2008,CAD,Canadian Dollar,6,Millions,,,5570,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2008-Q3,Q3-2008,CAD,Canadian Dollar,6,Millions,,,4074,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2008-Q4,Q4-2008,CAD,Canadian Dollar,6,Millions,,,-10895,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2009-Q1,Q1-2009,CAD,Canadian Dollar,6,Millions,,,-10665,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2009-Q2,Q2-2009,CAD,Canadian Dollar,6,Millions,,,-10941,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2009-Q3,Q3-2009,CAD,Canadian Dollar,6,Millions,,,-13019,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2009-Q4,Q4-2009,CAD,Canadian Dollar,6,Millions,,,-11090,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2010-Q1,Q1-2010,CAD,Canadian Dollar,6,Millions,,,-13318,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2010-Q2,Q2-2010,CAD,Canadian Dollar,6,Millions,,,-14502,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2010-Q3,Q3-2010,CAD,Canadian Dollar,6,Millions,,,-20035,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2010-Q4,Q4-2010,CAD,Canadian Dollar,6,Millions,,,-11496,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2011-Q1,Q1-2011,CAD,Canadian Dollar,6,Millions,,,-13405,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2011-Q2,Q2-2011,CAD,Canadian Dollar,6,Millions,,,-13715,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2011-Q3,Q3-2011,CAD,Canadian Dollar,6,Millions,,,-9923,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2011-Q4,Q4-2011,CAD,Canadian Dollar,6,Millions,,,-11068,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2012-Q1,Q1-2012,CAD,Canadian Dollar,6,Millions,,,-13187,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2012-Q2,Q2-2012,CAD,Canadian Dollar,6,Millions,,,-17328,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2012-Q3,Q3-2012,CAD,Canadian Dollar,6,Millions,,,-17288,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2012-Q4,Q4-2012,CAD,Canadian Dollar,6,Millions,,,-16776,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2013-Q1,Q1-2013,CAD,Canadian Dollar,6,Millions,,,-15119,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2013-Q2,Q2-2013,CAD,Canadian Dollar,6,Millions,,,-15599,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2013-Q3,Q3-2013,CAD,Canadian Dollar,6,Millions,,,-14062,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2013-Q4,Q4-2013,CAD,Canadian Dollar,6,Millions,,,-14979,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2014-Q1,Q1-2014,CAD,Canadian Dollar,6,Millions,,,-11805,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2014-Q2,Q2-2014,CAD,Canadian Dollar,6,Millions,,,-10216,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2014-Q3,Q3-2014,CAD,Canadian Dollar,6,Millions,,,-9549,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2014-Q4,Q4-2014,CAD,Canadian Dollar,6,Millions,,,-14709,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2015-Q1,Q1-2015,CAD,Canadian Dollar,6,Millions,,,-19319,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2015-Q2,Q2-2015,CAD,Canadian Dollar,6,Millions,,,-16654,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2015-Q3,Q3-2015,CAD,Canadian Dollar,6,Millions,,,-15683,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2015-Q4,Q4-2015,CAD,Canadian Dollar,6,Millions,,,-17913,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2016-Q1,Q1-2016,CAD,Canadian Dollar,6,Millions,,,-18642,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2016-Q2,Q2-2016,CAD,Canadian Dollar,6,Millions,,,-17807,,
B6BLTT01,"Current account, balance",CAN,Canada,NCCUSA,"National Currency, Seasonally adjusted",Q,Quarterly,2016-Q3,Q3-2016,CAD,Canadian Dollar,6,Millions,,,-16411,,
