LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1959-Q3,Q3-1959,AUD,Australian Dollar,6,Millions,,,3973,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1959-Q4,Q4-1959,AUD,Australian Dollar,6,Millions,,,4088,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1960-Q1,Q1-1960,AUD,Australian Dollar,6,Millions,,,4167,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1960-Q2,Q2-1960,AUD,Australian Dollar,6,Millions,,,4378,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1960-Q3,Q3-1960,AUD,Australian Dollar,6,Millions,,,4400,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1960-Q4,Q4-1960,AUD,Australian Dollar,6,Millions,,,4428,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1961-Q1,Q1-1961,AUD,Australian Dollar,6,Millions,,,4420,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1961-Q2,Q2-1961,AUD,Australian Dollar,6,Millions,,,4322,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1961-Q3,Q3-1961,AUD,Australian Dollar,6,Millions,,,4331,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1961-Q4,Q4-1961,AUD,Australian Dollar,6,Millions,,,4367,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1962-Q1,Q1-1962,AUD,Australian Dollar,6,Millions,,,4498,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1962-Q2,Q2-1962,AUD,Australian Dollar,6,Millions,,,4594,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1962-Q3,Q3-1962,AUD,Australian Dollar,6,Millions,,,4651,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1962-Q4,Q4-1962,AUD,Australian Dollar,6,Millions,,,4782,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1963-Q1,Q1-1963,AUD,Australian Dollar,6,Millions,,,4925,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1963-Q2,Q2-1963,AUD,Australian Dollar,6,Millions,,,4890,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1963-Q3,Q3-1963,AUD,Australian Dollar,6,Millions,,,5151,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1963-Q4,Q4-1963,AUD,Australian Dollar,6,Millions,,,5258,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1964-Q1,Q1-1964,AUD,Australian Dollar,6,Millions,,,5320,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1964-Q2,Q2-1964,AUD,Australian Dollar,6,Millions,,,5501,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1964-Q3,Q3-1964,AUD,Australian Dollar,6,Millions,,,5586,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1964-Q4,Q4-1964,AUD,Australian Dollar,6,Millions,,,5765,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1965-Q1,Q1-1965,AUD,Australian Dollar,6,Millions,,,5851,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1965-Q2,Q2-1965,AUD,Australian Dollar,6,Millions,,,5966,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1965-Q3,Q3-1965,AUD,Australian Dollar,6,Millions,,,5986,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1965-Q4,Q4-1965,AUD,Australian Dollar,6,Millions,,,6058,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1966-Q1,Q1-1966,AUD,Australian Dollar,6,Millions,,,6092,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1966-Q2,Q2-1966,AUD,Australian Dollar,6,Millions,,,6250,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1966-Q3,Q3-1966,AUD,Australian Dollar,6,Millions,,,6536,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1966-Q4,Q4-1966,AUD,Australian Dollar,6,Millions,,,6701,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1967-Q1,Q1-1967,AUD,Australian Dollar,6,Millions,,,6938,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1967-Q2,Q2-1967,AUD,Australian Dollar,6,Millions,,,6988,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1967-Q3,Q3-1967,AUD,Australian Dollar,6,Millions,,,7094,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1967-Q4,Q4-1967,AUD,Australian Dollar,6,Millions,,,7235,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1968-Q1,Q1-1968,AUD,Australian Dollar,6,Millions,,,7346,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1968-Q2,Q2-1968,AUD,Australian Dollar,6,Millions,,,7532,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1968-Q3,Q3-1968,AUD,Australian Dollar,6,Millions,,,7756,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1968-Q4,Q4-1968,AUD,Australian Dollar,6,Millions,,,8169,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1969-Q1,Q1-1969,AUD,Australian Dollar,6,Millions,,,8283,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1969-Q2,Q2-1969,AUD,Australian Dollar,6,Millions,,,8545,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1969-Q3,Q3-1969,AUD,Australian Dollar,6,Millions,,,8858,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1969-Q4,Q4-1969,AUD,Australian Dollar,6,Millions,,,9074,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1970-Q1,Q1-1970,AUD,Australian Dollar,6,Millions,,,9299,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1970-Q2,Q2-1970,AUD,Australian Dollar,6,Millions,,,9656,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1970-Q3,Q3-1970,AUD,Australian Dollar,6,Millions,,,9719,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1970-Q4,Q4-1970,AUD,Australian Dollar,6,Millions,,,9881,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1971-Q1,Q1-1971,AUD,Australian Dollar,6,Millions,,,10261,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1971-Q2,Q2-1971,AUD,Australian Dollar,6,Millions,,,10493,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1971-Q3,Q3-1971,AUD,Australian Dollar,6,Millions,,,10903,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1971-Q4,Q4-1971,AUD,Australian Dollar,6,Millions,,,10917,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1972-Q1,Q1-1972,AUD,Australian Dollar,6,Millions,,,11116,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1972-Q2,Q2-1972,AUD,Australian Dollar,6,Millions,,,11541,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1972-Q3,Q3-1972,AUD,Australian Dollar,6,Millions,,,11702,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1972-Q4,Q4-1972,AUD,Australian Dollar,6,Millions,,,12093,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1973-Q1,Q1-1973,AUD,Australian Dollar,6,Millions,,,12696,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1973-Q2,Q2-1973,AUD,Australian Dollar,6,Millions,,,13294,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1973-Q3,Q3-1973,AUD,Australian Dollar,6,Millions,,,14040,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1973-Q4,Q4-1973,AUD,Australian Dollar,6,Millions,,,14972,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1974-Q1,Q1-1974,AUD,Australian Dollar,6,Millions,,,15499,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1974-Q2,Q2-1974,AUD,Australian Dollar,6,Millions,,,15770,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1974-Q3,Q3-1974,AUD,Australian Dollar,6,Millions,,,16756,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1974-Q4,Q4-1974,AUD,Australian Dollar,6,Millions,,,17648,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1975-Q1,Q1-1975,AUD,Australian Dollar,6,Millions,,,18001,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1975-Q2,Q2-1975,AUD,Australian Dollar,6,Millions,,,18830,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1975-Q3,Q3-1975,AUD,Australian Dollar,6,Millions,,,19401,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1975-Q4,Q4-1975,AUD,Australian Dollar,6,Millions,,,20335,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1976-Q1,Q1-1976,AUD,Australian Dollar,6,Millions,,,21298,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1976-Q2,Q2-1976,AUD,Australian Dollar,6,Millions,,,22239,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1976-Q3,Q3-1976,AUD,Australian Dollar,6,Millions,,,23017,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1976-Q4,Q4-1976,AUD,Australian Dollar,6,Millions,,,23752,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1977-Q1,Q1-1977,AUD,Australian Dollar,6,Millions,,,24282,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1977-Q2,Q2-1977,AUD,Australian Dollar,6,Millions,,,25105,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1977-Q3,Q3-1977,AUD,Australian Dollar,6,Millions,,,25444,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1977-Q4,Q4-1977,AUD,Australian Dollar,6,Millions,,,25731,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1978-Q1,Q1-1978,AUD,Australian Dollar,6,Millions,,,26582,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1978-Q2,Q2-1978,AUD,Australian Dollar,6,Millions,,,27373,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1978-Q3,Q3-1978,AUD,Australian Dollar,6,Millions,,,28289,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1978-Q4,Q4-1978,AUD,Australian Dollar,6,Millions,,,29036,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1979-Q1,Q1-1979,AUD,Australian Dollar,6,Millions,,,30490,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1979-Q2,Q2-1979,AUD,Australian Dollar,6,Millions,,,30960,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1979-Q3,Q3-1979,AUD,Australian Dollar,6,Millions,,,32033,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1979-Q4,Q4-1979,AUD,Australian Dollar,6,Millions,,,33313,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1980-Q1,Q1-1980,AUD,Australian Dollar,6,Millions,,,34212,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1980-Q2,Q2-1980,AUD,Australian Dollar,6,Millions,,,34991,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1980-Q3,Q3-1980,AUD,Australian Dollar,6,Millions,,,36146,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1980-Q4,Q4-1980,AUD,Australian Dollar,6,Millions,,,37805,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1981-Q1,Q1-1981,AUD,Australian Dollar,6,Millions,,,38562,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1981-Q2,Q2-1981,AUD,Australian Dollar,6,Millions,,,39990,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1981-Q3,Q3-1981,AUD,Australian Dollar,6,Millions,,,42164,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1981-Q4,Q4-1981,AUD,Australian Dollar,6,Millions,,,43361,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1982-Q1,Q1-1982,AUD,Australian Dollar,6,Millions,,,44288,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1982-Q2,Q2-1982,AUD,Australian Dollar,6,Millions,,,45976,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1982-Q3,Q3-1982,AUD,Australian Dollar,6,Millions,,,46558,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1982-Q4,Q4-1982,AUD,Australian Dollar,6,Millions,,,47291,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1983-Q1,Q1-1983,AUD,Australian Dollar,6,Millions,,,47694,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1983-Q2,Q2-1983,AUD,Australian Dollar,6,Millions,,,48209,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1983-Q3,Q3-1983,AUD,Australian Dollar,6,Millions,,,51003,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1983-Q4,Q4-1983,AUD,Australian Dollar,6,Millions,,,52396,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1984-Q1,Q1-1984,AUD,Australian Dollar,6,Millions,,,54592,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1984-Q2,Q2-1984,AUD,Australian Dollar,6,Millions,,,55821,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1984-Q3,Q3-1984,AUD,Australian Dollar,6,Millions,,,56468,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1984-Q4,Q4-1984,AUD,Australian Dollar,6,Millions,,,57430,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1985-Q1,Q1-1985,AUD,Australian Dollar,6,Millions,,,59613,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1985-Q2,Q2-1985,AUD,Australian Dollar,6,Millions,,,61960,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1985-Q3,Q3-1985,AUD,Australian Dollar,6,Millions,,,63411,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1985-Q4,Q4-1985,AUD,Australian Dollar,6,Millions,,,64649,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1986-Q1,Q1-1986,AUD,Australian Dollar,6,Millions,,,65860,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1986-Q2,Q2-1986,AUD,Australian Dollar,6,Millions,,,67040,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1986-Q3,Q3-1986,AUD,Australian Dollar,6,Millions,,,68286,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1986-Q4,Q4-1986,AUD,Australian Dollar,6,Millions,,,70564,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1987-Q1,Q1-1987,AUD,Australian Dollar,6,Millions,,,72338,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1987-Q2,Q2-1987,AUD,Australian Dollar,6,Millions,,,75076,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1987-Q3,Q3-1987,AUD,Australian Dollar,6,Millions,,,77494,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1987-Q4,Q4-1987,AUD,Australian Dollar,6,Millions,,,79814,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1988-Q1,Q1-1988,AUD,Australian Dollar,6,Millions,,,82706,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1988-Q2,Q2-1988,AUD,Australian Dollar,6,Millions,,,84744,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1988-Q3,Q3-1988,AUD,Australian Dollar,6,Millions,,,87764,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1988-Q4,Q4-1988,AUD,Australian Dollar,6,Millions,,,90590,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1989-Q1,Q1-1989,AUD,Australian Dollar,6,Millions,,,93253,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1989-Q2,Q2-1989,AUD,Australian Dollar,6,Millions,,,96846,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1989-Q3,Q3-1989,AUD,Australian Dollar,6,Millions,,,98674,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1989-Q4,Q4-1989,AUD,Australian Dollar,6,Millions,,,100410,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1990-Q1,Q1-1990,AUD,Australian Dollar,6,Millions,,,102271,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1990-Q2,Q2-1990,AUD,Australian Dollar,6,Millions,,,104187,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1990-Q3,Q3-1990,AUD,Australian Dollar,6,Millions,,,103561,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1990-Q4,Q4-1990,AUD,Australian Dollar,6,Millions,,,104843,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1991-Q1,Q1-1991,AUD,Australian Dollar,6,Millions,,,103410,,
AUS,Australia,B1_GE,Gross domestic product - expenditure approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,1991-Q2,Q2-1991,AUD,Australian Dollar,6,Millions,,,103490,,
