"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1959-Q3","Q3-1959","AUD","Australian Dollar","6","Millions",,,2753,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1959-Q4","Q4-1959","AUD","Australian Dollar","6","Millions",,,2822,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1960-Q1","Q1-1960","AUD","Australian Dollar","6","Millions",,,2893,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1960-Q2","Q2-1960","AUD","Australian Dollar","6","Millions",,,2953,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1960-Q3","Q3-1960","AUD","Australian Dollar","6","Millions",,,3013,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1960-Q4","Q4-1960","AUD","Australian Dollar","6","Millions",,,3054,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1961-Q1","Q1-1961","AUD","Australian Dollar","6","Millions",,,3041,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1961-Q2","Q2-1961","AUD","Australian Dollar","6","Millions",,,3060,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1961-Q3","Q3-1961","AUD","Australian Dollar","6","Millions",,,3098,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1961-Q4","Q4-1961","AUD","Australian Dollar","6","Millions",,,3109,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1962-Q1","Q1-1962","AUD","Australian Dollar","6","Millions",,,3181,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1962-Q2","Q2-1962","AUD","Australian Dollar","6","Millions",,,3246,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1962-Q3","Q3-1962","AUD","Australian Dollar","6","Millions",,,3272,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1962-Q4","Q4-1962","AUD","Australian Dollar","6","Millions",,,3333,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1963-Q1","Q1-1963","AUD","Australian Dollar","6","Millions",,,3397,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1963-Q2","Q2-1963","AUD","Australian Dollar","6","Millions",,,3461,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1963-Q3","Q3-1963","AUD","Australian Dollar","6","Millions",,,3547,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1963-Q4","Q4-1963","AUD","Australian Dollar","6","Millions",,,3597,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1964-Q1","Q1-1964","AUD","Australian Dollar","6","Millions",,,3686,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1964-Q2","Q2-1964","AUD","Australian Dollar","6","Millions",,,3778,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1964-Q3","Q3-1964","AUD","Australian Dollar","6","Millions",,,3869,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1964-Q4","Q4-1964","AUD","Australian Dollar","6","Millions",,,3965,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1965-Q1","Q1-1965","AUD","Australian Dollar","6","Millions",,,4030,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1965-Q2","Q2-1965","AUD","Australian Dollar","6","Millions",,,4105,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1965-Q3","Q3-1965","AUD","Australian Dollar","6","Millions",,,4220,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1965-Q4","Q4-1965","AUD","Australian Dollar","6","Millions",,,4269,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1966-Q1","Q1-1966","AUD","Australian Dollar","6","Millions",,,4300,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1966-Q2","Q2-1966","AUD","Australian Dollar","6","Millions",,,4403,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1966-Q3","Q3-1966","AUD","Australian Dollar","6","Millions",,,4539,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1966-Q4","Q4-1966","AUD","Australian Dollar","6","Millions",,,4613,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1967-Q1","Q1-1967","AUD","Australian Dollar","6","Millions",,,4724,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1967-Q2","Q2-1967","AUD","Australian Dollar","6","Millions",,,4813,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1967-Q3","Q3-1967","AUD","Australian Dollar","6","Millions",,,4963,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1967-Q4","Q4-1967","AUD","Australian Dollar","6","Millions",,,5060,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1968-Q1","Q1-1968","AUD","Australian Dollar","6","Millions",,,5261,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1968-Q2","Q2-1968","AUD","Australian Dollar","6","Millions",,,5266,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1968-Q3","Q3-1968","AUD","Australian Dollar","6","Millions",,,5342,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1968-Q4","Q4-1968","AUD","Australian Dollar","6","Millions",,,5500,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1969-Q1","Q1-1969","AUD","Australian Dollar","6","Millions",,,5648,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1969-Q2","Q2-1969","AUD","Australian Dollar","6","Millions",,,5815,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1969-Q3","Q3-1969","AUD","Australian Dollar","6","Millions",,,5962,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1969-Q4","Q4-1969","AUD","Australian Dollar","6","Millions",,,6141,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1970-Q1","Q1-1970","AUD","Australian Dollar","6","Millions",,,6267,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1970-Q2","Q2-1970","AUD","Australian Dollar","6","Millions",,,6448,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1970-Q3","Q3-1970","AUD","Australian Dollar","6","Millions",,,6601,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1970-Q4","Q4-1970","AUD","Australian Dollar","6","Millions",,,6827,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1971-Q1","Q1-1971","AUD","Australian Dollar","6","Millions",,,6994,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1971-Q2","Q2-1971","AUD","Australian Dollar","6","Millions",,,7170,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1971-Q3","Q3-1971","AUD","Australian Dollar","6","Millions",,,7450,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1971-Q4","Q4-1971","AUD","Australian Dollar","6","Millions",,,7575,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1972-Q1","Q1-1972","AUD","Australian Dollar","6","Millions",,,7771,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1972-Q2","Q2-1972","AUD","Australian Dollar","6","Millions",,,7938,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1972-Q3","Q3-1972","AUD","Australian Dollar","6","Millions",,,8160,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1972-Q4","Q4-1972","AUD","Australian Dollar","6","Millions",,,8369,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1973-Q1","Q1-1973","AUD","Australian Dollar","6","Millions",,,8702,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1973-Q2","Q2-1973","AUD","Australian Dollar","6","Millions",,,9166,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1973-Q3","Q3-1973","AUD","Australian Dollar","6","Millions",,,9547,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1973-Q4","Q4-1973","AUD","Australian Dollar","6","Millions",,,9996,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1974-Q1","Q1-1974","AUD","Australian Dollar","6","Millions",,,10486,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1974-Q2","Q2-1974","AUD","Australian Dollar","6","Millions",,,11006,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1974-Q3","Q3-1974","AUD","Australian Dollar","6","Millions",,,11984,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1974-Q4","Q4-1974","AUD","Australian Dollar","6","Millions",,,12624,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1975-Q1","Q1-1975","AUD","Australian Dollar","6","Millions",,,13288,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1975-Q2","Q2-1975","AUD","Australian Dollar","6","Millions",,,13900,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1975-Q3","Q3-1975","AUD","Australian Dollar","6","Millions",,,14405,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1975-Q4","Q4-1975","AUD","Australian Dollar","6","Millions",,,14992,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1976-Q1","Q1-1976","AUD","Australian Dollar","6","Millions",,,15664,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1976-Q2","Q2-1976","AUD","Australian Dollar","6","Millions",,,16348,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1976-Q3","Q3-1976","AUD","Australian Dollar","6","Millions",,,16998,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1976-Q4","Q4-1976","AUD","Australian Dollar","6","Millions",,,17658,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1977-Q1","Q1-1977","AUD","Australian Dollar","6","Millions",,,18030,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1977-Q2","Q2-1977","AUD","Australian Dollar","6","Millions",,,18661,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1977-Q3","Q3-1977","AUD","Australian Dollar","6","Millions",,,19126,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1977-Q4","Q4-1977","AUD","Australian Dollar","6","Millions",,,19609,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1978-Q1","Q1-1978","AUD","Australian Dollar","6","Millions",,,20001,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1978-Q2","Q2-1978","AUD","Australian Dollar","6","Millions",,,20772,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1978-Q3","Q3-1978","AUD","Australian Dollar","6","Millions",,,21287,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1978-Q4","Q4-1978","AUD","Australian Dollar","6","Millions",,,21650,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q1","Q1-1979","AUD","Australian Dollar","6","Millions",,,22227,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q2","Q2-1979","AUD","Australian Dollar","6","Millions",,,22750,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q3","Q3-1979","AUD","Australian Dollar","6","Millions",,,23424,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q4","Q4-1979","AUD","Australian Dollar","6","Millions",,,24123,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","AUD","Australian Dollar","6","Millions",,,25112,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","AUD","Australian Dollar","6","Millions",,,25828,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","AUD","Australian Dollar","6","Millions",,,26637,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","AUD","Australian Dollar","6","Millions",,,27819,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","AUD","Australian Dollar","6","Millions",,,28454,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","AUD","Australian Dollar","6","Millions",,,29570,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","AUD","Australian Dollar","6","Millions",,,31031,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","AUD","Australian Dollar","6","Millions",,,31738,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","AUD","Australian Dollar","6","Millions",,,32567,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","AUD","Australian Dollar","6","Millions",,,34491,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","AUD","Australian Dollar","6","Millions",,,35184,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","AUD","Australian Dollar","6","Millions",,,36613,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","AUD","Australian Dollar","6","Millions",,,37654,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","AUD","Australian Dollar","6","Millions",,,37812,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","AUD","Australian Dollar","6","Millions",,,38893,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","AUD","Australian Dollar","6","Millions",,,39680,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","AUD","Australian Dollar","6","Millions",,,40893,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","AUD","Australian Dollar","6","Millions",,,41241,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","AUD","Australian Dollar","6","Millions",,,42187,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","AUD","Australian Dollar","6","Millions",,,42429,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","AUD","Australian Dollar","6","Millions",,,44140,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","AUD","Australian Dollar","6","Millions",,,45953,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","AUD","Australian Dollar","6","Millions",,,47316,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","AUD","Australian Dollar","6","Millions",,,48856,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","AUD","Australian Dollar","6","Millions",,,49245,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","AUD","Australian Dollar","6","Millions",,,51027,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","AUD","Australian Dollar","6","Millions",,,52839,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","AUD","Australian Dollar","6","Millions",,,53586,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","AUD","Australian Dollar","6","Millions",,,54456,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","AUD","Australian Dollar","6","Millions",,,55940,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","AUD","Australian Dollar","6","Millions",,,57346,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","AUD","Australian Dollar","6","Millions",,,58763,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","AUD","Australian Dollar","6","Millions",,,60601,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","AUD","Australian Dollar","6","Millions",,,61499,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","AUD","Australian Dollar","6","Millions",,,63149,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","AUD","Australian Dollar","6","Millions",,,64888,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","AUD","Australian Dollar","6","Millions",,,66744,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","AUD","Australian Dollar","6","Millions",,,69715,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","AUD","Australian Dollar","6","Millions",,,70483,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","AUD","Australian Dollar","6","Millions",,,72265,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","AUD","Australian Dollar","6","Millions",,,74312,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","AUD","Australian Dollar","6","Millions",,,76161,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","AUD","Australian Dollar","6","Millions",,,76846,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","AUD","Australian Dollar","6","Millions",,,77893,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","AUD","Australian Dollar","6","Millions",,,78804,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","AUD","Australian Dollar","6","Millions",,,79248,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","AUD","Australian Dollar","6","Millions",,,81521,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","AUD","Australian Dollar","6","Millions",,,82156,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","AUD","Australian Dollar","6","Millions",,,82827,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","AUD","Australian Dollar","6","Millions",,,83416,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","AUD","Australian Dollar","6","Millions",,,84511,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","AUD","Australian Dollar","6","Millions",,,85250,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","AUD","Australian Dollar","6","Millions",,,85753,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","AUD","Australian Dollar","6","Millions",,,86984,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","AUD","Australian Dollar","6","Millions",,,86835,,
"AUS","Australia","P3","Final consumption expenditure","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","AUD","Australian Dollar","6","Millions",,,88346,,
